2025-09-29 15:47:11 | INFO | __main__:<module>:9 | no_req | Testing logger after fixes
2025-09-29 15:53:07 | INFO | data_science.embedder:_load_model:43 | no_req | Successfully loaded model all-MiniLM-L6-v2 (dimensions: 384, load_time: 2.78s)
2025-09-29 15:53:09 | INFO | app.integrations.llm_client:__init__:53 | no_req | LLMClient initialized with deployment: deepseek-r1
2025-09-29 15:53:09 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 15:53:09 | INFO | app.main:lifespan:23 | no_req | Starting Discord RAG Bot v1.0.0
2025-09-29 15:53:09 | INFO | app.main:lifespan:24 | no_req | Environment: development
2025-09-29 15:53:09 | INFO | app.main:lifespan:25 | no_req | Host: 0.0.0.0:8000
2025-09-29 15:53:09 | INFO | app.main:lifespan:26 | no_req | Log level: INFO
2025-09-29 15:53:09 | INFO | app.main:lifespan:32 | no_req | Background tasks started
2025-09-29 16:00:39 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 16:00:47 | INFO | data_science.embedder:_load_model:37 | no_req | Loading embedding model: all-MiniLM-L6-v2
2025-09-29 16:00:50 | INFO | data_science.embedder:_load_model:43 | no_req | Successfully loaded model all-MiniLM-L6-v2 (dimensions: 384, load_time: 2.67s)
2025-09-29 16:00:52 | INFO | app.integrations.llm_client:__init__:53 | no_req | LLMClient initialized with deployment: deepseek-r1
2025-09-29 16:00:52 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 16:01:24 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 16:01:32 | INFO | data_science.embedder:_load_model:37 | no_req | Loading embedding model: all-MiniLM-L6-v2
2025-09-29 16:01:35 | INFO | data_science.embedder:_load_model:43 | no_req | Successfully loaded model all-MiniLM-L6-v2 (dimensions: 384, load_time: 2.44s)
2025-09-29 16:01:37 | INFO | app.integrations.llm_client:__init__:53 | no_req | LLMClient initialized with deployment: deepseek-r1
2025-09-29 16:01:37 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 16:01:37 | INFO | __main__:<module>:183 | no_req | Starting FastAPI application directly
2025-09-29 16:01:38 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 16:01:48 | INFO | data_science.embedder:_load_model:37 | no_req | Loading embedding model: all-MiniLM-L6-v2
2025-09-29 16:01:51 | INFO | data_science.embedder:_load_model:43 | no_req | Successfully loaded model all-MiniLM-L6-v2 (dimensions: 384, load_time: 2.57s)
2025-09-29 16:01:53 | INFO | app.integrations.llm_client:__init__:53 | no_req | LLMClient initialized with deployment: deepseek-r1
2025-09-29 16:01:53 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 16:01:53 | INFO | app.main:lifespan:23 | no_req | Starting Discord RAG Bot v1.0.0
2025-09-29 16:01:54 | INFO | app.main:lifespan:24 | no_req | Environment: development
2025-09-29 16:01:54 | INFO | app.main:lifespan:25 | no_req | Host: 0.0.0.0:8000
2025-09-29 16:01:54 | INFO | app.main:lifespan:26 | no_req | Log level: INFO
2025-09-29 16:01:54 | INFO | app.main:lifespan:32 | no_req | Background tasks started
2025-09-29 16:14:43 | INFO | app.main:lifespan:37 | no_req | Shutting down Discord RAG Bot
2025-09-29 17:19:03 | INFO | __main__:<module>:1 | no_req | test default extra
2025-09-29 18:32:33 | INFO | __main__:main:171 | Starting Discord RAG Bot v1.0.0
2025-09-29 18:32:33 | INFO | __main__:main:172 | Environment: development
2025-09-29 18:32:33 | INFO | __main__:main:173 | Log level: INFO
2025-09-29 18:32:33 | INFO | __main__:main:180 | Run mode: api
2025-09-29 18:32:35 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 18:32:57 | INFO | app.integrations.llm_client:__init__:50 | no_req | LLMClient initialised with deployment: deepseek-r1
2025-09-29 18:32:57 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 18:32:57 | INFO | __main__:run_api_server:61 | no_req | Starting FastAPI server...
2025-09-29 18:32:57 | INFO | __main__:run_api_server:62 | no_req | Server will be available at http://0.0.0.0:8000
2025-09-29 18:32:57 | INFO | __main__:run_api_server:63 | no_req | API documentation at http://0.0.0.0:8000/docs
2025-09-29 18:33:34 | INFO | __main__:main:171 | Starting Discord RAG Bot v1.0.0
2025-09-29 18:33:34 | INFO | __main__:main:172 | Environment: development
2025-09-29 18:33:34 | INFO | __main__:main:173 | Log level: INFO
2025-09-29 18:33:34 | INFO | __main__:main:180 | Run mode: bot
2025-09-29 18:33:35 | INFO | __main__:run_discord_bot:79 | Starting Discord bot...
2025-09-29 19:56:08 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 19:56:17 | INFO | app.integrations.llm_client:__init__:50 | no_req | LLMClient initialised with deployment: deepseek-r1
2025-09-29 19:56:17 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 19:56:17 | INFO | app.main:lifespan:23 | no_req | Starting Discord RAG Bot v1.0.0
2025-09-29 19:56:17 | INFO | app.main:lifespan:24 | no_req | Environment: development
2025-09-29 19:56:17 | INFO | app.main:lifespan:25 | no_req | Host: 0.0.0.0:8000
2025-09-29 19:56:17 | INFO | app.main:lifespan:26 | no_req | Log level: INFO
2025-09-29 19:56:17 | INFO | app.main:lifespan:32 | no_req | Background tasks started
2025-09-29 19:56:58 | INFO | app.main:logging_middleware:79 | f26021cd | Started GET /api/health | client=127.0.0.1
2025-09-29 19:56:58 | INFO | app.services.logger_service:log_performance:175 | health_check | Operation completed
2025-09-29 19:56:58 | INFO | app.services.logger_service:log_request:138 | no_req | HTTP request completed
2025-09-29 19:57:15 | INFO | app.main:logging_middleware:79 | 916be6d7 | Started GET /api/metrics/ | client=127.0.0.1
2025-09-29 19:57:16 | INFO | app.integrations.vector_db:connect:47 | 916be6d7 | Connecting to MongoDB Atlas
2025-09-29 19:57:21 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:21 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:21 | INFO | app.integrations.vector_db:connect:47 | 916be6d7 | Connecting to MongoDB Atlas
2025-09-29 19:57:23 | INFO | app.services.logger_service:log_performance:175 | 916be6d7 | Operation completed
2025-09-29 19:57:24 | ERROR | app.services.logger_service:log_llm_request:211 | 916be6d7 | LLM request failed
2025-09-29 19:57:24 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:27 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:27 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:28 | ERROR | app.services.logger_service:log_llm_request:211 | 916be6d7 | LLM request failed
2025-09-29 19:57:28 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:32 | ERROR | app.services.logger_service:log_llm_request:211 | 916be6d7 | LLM request failed
2025-09-29 19:57:32 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:32 | ERROR | app.services.logger_service:log_error:160 | 916be6d7 | Application error occurred
2025-09-29 19:57:32 | INFO | app.services.rag_service:health_check:396 | 916be6d7 | RAG service health check completed: {'chunker': True, 'embedder': True, 'vector_db': False, 'llm_client': False, 'overall': False}
2025-09-29 19:57:32 | ERROR | app.services.logger_service:log_request:134 | 916be6d7 | HTTP request failed
2025-09-29 19:57:43 | INFO | app.main:logging_middleware:79 | f78d4bf2 | Started GET /api/metrics/ | client=127.0.0.1
2025-09-29 19:57:44 | INFO | app.integrations.vector_db:connect:47 | f78d4bf2 | Connecting to MongoDB Atlas
2025-09-29 19:57:49 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:49 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:49 | INFO | app.integrations.vector_db:connect:47 | f78d4bf2 | Connecting to MongoDB Atlas
2025-09-29 19:57:49 | INFO | app.services.logger_service:log_performance:175 | f78d4bf2 | Operation completed
2025-09-29 19:57:49 | ERROR | app.services.logger_service:log_llm_request:211 | f78d4bf2 | LLM request failed
2025-09-29 19:57:49 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:53 | ERROR | app.services.logger_service:log_llm_request:211 | f78d4bf2 | LLM request failed
2025-09-29 19:57:53 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:54 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:54 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:58 | ERROR | app.services.logger_service:log_llm_request:211 | f78d4bf2 | LLM request failed
2025-09-29 19:57:58 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:58 | ERROR | app.services.logger_service:log_error:160 | f78d4bf2 | Application error occurred
2025-09-29 19:57:58 | INFO | app.services.rag_service:health_check:396 | f78d4bf2 | RAG service health check completed: {'chunker': True, 'embedder': True, 'vector_db': False, 'llm_client': False, 'overall': False}
2025-09-29 19:57:58 | ERROR | app.services.logger_service:log_request:134 | f78d4bf2 | HTTP request failed
2025-09-29 19:59:17 | INFO | app.main:logging_middleware:79 | 6d3adfee | Started GET /api/rag-query/health | client=127.0.0.1
2025-09-29 19:59:17 | INFO | app.integrations.vector_db:connect:47 | 6d3adfee | Connecting to MongoDB Atlas
2025-09-29 19:59:17 | INFO | app.services.logger_service:log_performance:175 | 6d3adfee | Operation completed
2025-09-29 19:59:17 | ERROR | app.services.logger_service:log_llm_request:211 | 6d3adfee | LLM request failed
2025-09-29 19:59:17 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:22 | ERROR | app.services.logger_service:log_llm_request:211 | 6d3adfee | LLM request failed
2025-09-29 19:59:22 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:22 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:22 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:26 | ERROR | app.services.logger_service:log_llm_request:211 | 6d3adfee | LLM request failed
2025-09-29 19:59:26 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:26 | ERROR | app.services.logger_service:log_error:160 | 6d3adfee | Application error occurred
2025-09-29 19:59:26 | INFO | app.services.rag_service:health_check:396 | 6d3adfee | RAG service health check completed: {'chunker': True, 'embedder': True, 'vector_db': False, 'llm_client': False, 'overall': False}
2025-09-29 19:59:26 | WARNING | app.services.logger_service:log_performance:173 | 6d3adfee | Slow operation detected
2025-09-29 19:59:26 | INFO | app.services.logger_service:log_request:138 | 6d3adfee | HTTP request completed
2025-09-29 19:59:35 | INFO | app.main:logging_middleware:79 | 11e03b58 | Started GET /api/rag-query/health | client=127.0.0.1
2025-09-29 19:59:35 | INFO | app.integrations.vector_db:connect:47 | 11e03b58 | Connecting to MongoDB Atlas
2025-09-29 19:59:36 | INFO | app.services.logger_service:log_performance:175 | 11e03b58 | Operation completed
2025-09-29 19:59:36 | ERROR | app.services.logger_service:log_llm_request:211 | 11e03b58 | LLM request failed
2025-09-29 19:59:36 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:40 | ERROR | app.services.logger_service:log_llm_request:211 | 11e03b58 | LLM request failed
2025-09-29 19:59:40 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:41 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:41 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:44 | ERROR | app.services.logger_service:log_llm_request:211 | 11e03b58 | LLM request failed
2025-09-29 19:59:44 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:44 | ERROR | app.services.logger_service:log_error:160 | 11e03b58 | Application error occurred
2025-09-29 19:59:44 | INFO | app.services.rag_service:health_check:396 | 11e03b58 | RAG service health check completed: {'chunker': True, 'embedder': True, 'vector_db': False, 'llm_client': False, 'overall': False}
2025-09-29 19:59:44 | WARNING | app.services.logger_service:log_performance:173 | 11e03b58 | Slow operation detected
2025-09-29 19:59:44 | INFO | app.services.logger_service:log_request:138 | 11e03b58 | HTTP request completed
2025-09-29 20:00:56 | INFO | app.main:logging_middleware:79 | 4a853530 | Started POST /api/rag-query | client=127.0.0.1
2025-09-29 20:00:56 | INFO | app.api.routes.rag:rag_query:77 | 4a853530 | Processing RAG query for user 123456789: 'What does onboarding cover?'
2025-09-29 20:00:56 | INFO | app.services.rag_service:process_query:67 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Processing query: 'What does onboarding cover?...' for user 123456789
2025-09-29 20:00:56 | INFO | app.services.logger_service:log_performance:175 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Operation completed
2025-09-29 20:00:56 | INFO | app.services.logger_service:log_performance:175 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Operation completed
2025-09-29 20:00:56 | INFO | app.integrations.vector_db:connect:47 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Connecting to MongoDB Atlas
2025-09-29 20:01:01 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:01 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:01 | WARNING | app.services.logger_service:log_performance:173 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Slow operation detected
2025-09-29 20:01:02 | ERROR | app.services.logger_service:log_llm_request:211 | 762a0883-7409-4338-8d8b-b337ff5fd414 | LLM request failed
2025-09-29 20:01:02 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:06 | ERROR | app.services.logger_service:log_llm_request:211 | 762a0883-7409-4338-8d8b-b337ff5fd414 | LLM request failed
2025-09-29 20:01:06 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:10 | ERROR | app.services.logger_service:log_llm_request:211 | 762a0883-7409-4338-8d8b-b337ff5fd414 | LLM request failed
2025-09-29 20:01:10 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:10 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:10 | ERROR | app.services.logger_service:log_error:160 | 762a0883-7409-4338-8d8b-b337ff5fd414 | Application error occurred
2025-09-29 20:01:10 | WARNING | app.services.logger_service:log_performance:173 | no_req | Slow operation detected
2025-09-29 20:01:10 | INFO | app.services.logger_service:log_rag_query:150 | no_req | RAG query processed
2025-09-29 20:01:10 | INFO | app.api.routes.rag:rag_query:124 | no_req | RAG query completed successfully for user 123456789 (duration: 13907.58ms, chunks: 0)
2025-09-29 20:01:10 | INFO | app.services.logger_service:log_request:138 | no_req | HTTP request completed
2025-09-29 20:01:53 | INFO | app.main:logging_middleware:79 | b59ae065 | Started POST /api/ingest | client=127.0.0.1
2025-09-29 20:01:53 | INFO | app.api.routes.ingest:ingest_documents:115 | b59ae065 | Starting document ingestion: 1 documents, total size: 61 bytes
2025-09-29 20:01:53 | INFO | app.services.rag_service:ingest_documents:208 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Starting document ingestion: 1 documents
2025-09-29 20:01:53 | INFO | data_science.chunker:chunk_documents:121 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Successfully chunked 1 documents into 1 chunks
2025-09-29 20:01:53 | INFO | app.services.logger_service:log_performance:175 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Operation completed
2025-09-29 20:01:53 | INFO | app.services.logger_service:log_performance:175 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Operation completed
2025-09-29 20:01:53 | INFO | app.services.logger_service:log_performance:175 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Operation completed
2025-09-29 20:01:53 | INFO | app.integrations.vector_db:connect:47 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Connecting to MongoDB Atlas
2025-09-29 20:01:59 | ERROR | app.services.logger_service:log_error:160 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Application error occurred
2025-09-29 20:01:59 | ERROR | app.services.logger_service:log_error:160 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Application error occurred
2025-09-29 20:01:59 | ERROR | app.services.logger_service:log_error:160 | 428fa9df-2c59-42b6-b594-73e25e2be3d7 | Application error occurred
2025-09-29 20:01:59 | WARNING | app.services.logger_service:log_performance:173 | no_req | Slow operation detected
2025-09-29 20:01:59 | INFO | app.api.routes.ingest:ingest_documents:140 | no_req | Document ingestion completed: 0/1 documents, 0 chunks created (duration: 5116.53ms)
2025-09-29 20:01:59 | INFO | app.services.logger_service:log_request:138 | no_req | HTTP request completed
2025-09-29 20:01:59 | WARNING | app.api.routes.ingest:_log_ingestion_errors:426 | b59ae065 | Ingestion completed with 1 errors
2025-09-29 20:02:57 | INFO | app.main:lifespan:37 | no_req | Shutting down Discord RAG Bot
2025-09-29 20:03:32 | INFO | __main__:main:171 | Starting Discord RAG Bot v1.0.0
2025-09-29 20:03:32 | INFO | __main__:main:172 | Environment: development
2025-09-29 20:03:32 | INFO | __main__:main:173 | Log level: INFO
2025-09-29 20:03:32 | INFO | __main__:main:180 | Run mode: both
2025-09-29 20:03:32 | INFO | __main__:run_both:91 | Starting both FastAPI server and Discord bot...
2025-09-29 20:03:33 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 20:03:42 | INFO | app.integrations.llm_client:__init__:50 | no_req | LLMClient initialised with deployment: deepseek-r1
2025-09-29 20:03:42 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 20:03:42 | INFO | __main__:run_discord_bot:79 | no_req | Starting Discord bot...
2025-09-29 20:03:42 | INFO | app.main:lifespan:23 | no_req | Starting Discord RAG Bot v1.0.0
2025-09-29 20:03:42 | INFO | app.main:lifespan:24 | no_req | Environment: development
2025-09-29 20:03:42 | INFO | app.main:lifespan:25 | no_req | Host: 0.0.0.0:8000
2025-09-29 20:03:42 | INFO | app.main:lifespan:26 | no_req | Log level: INFO
2025-09-29 20:03:42 | INFO | app.main:lifespan:32 | no_req | Background tasks started
2025-09-29 20:03:43 | INFO | app.main:lifespan:37 | no_req | Shutting down Discord RAG Bot
2025-09-29 20:03:43 | INFO | __main__:run_both:110 | no_req | Services cancelled, shutting down...
2025-09-29 20:03:43 | INFO | __main__:run_both:114 | no_req | All services stopped.
2025-09-29 20:04:07 | INFO | __main__:main:171 | Starting Discord RAG Bot v1.0.0
2025-09-29 20:04:07 | INFO | __main__:main:172 | Environment: development
2025-09-29 20:04:07 | INFO | __main__:main:173 | Log level: INFO
2025-09-29 20:04:07 | INFO | __main__:main:180 | Run mode: api
2025-09-29 20:04:08 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 20:04:17 | INFO | app.integrations.llm_client:__init__:50 | no_req | LLMClient initialised with deployment: deepseek-r1
2025-09-29 20:04:17 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 20:04:17 | INFO | __main__:run_api_server:61 | no_req | Starting FastAPI server...
2025-09-29 20:04:17 | INFO | __main__:run_api_server:62 | no_req | Server will be available at http://0.0.0.0:8000
2025-09-29 20:04:17 | INFO | __main__:run_api_server:63 | no_req | API documentation at http://0.0.0.0:8000/docs
2025-09-29 20:04:29 | INFO | data_science.chunker:__init__:69 | no_req | DocumentChunker initialized with chunk_size=500, chunk_overlap=50
2025-09-29 20:04:37 | INFO | app.integrations.llm_client:__init__:50 | no_req | LLMClient initialised with deployment: deepseek-r1
2025-09-29 20:04:37 | INFO | app.services.rag_service:__init__:45 | no_req | RAG service initialized
2025-09-29 20:04:37 | INFO | app.main:lifespan:23 | no_req | Starting Discord RAG Bot v1.0.0
2025-09-29 20:04:37 | INFO | app.main:lifespan:24 | no_req | Environment: development
2025-09-29 20:04:37 | INFO | app.main:lifespan:25 | no_req | Host: 0.0.0.0:8000
2025-09-29 20:04:37 | INFO | app.main:lifespan:26 | no_req | Log level: INFO
2025-09-29 20:04:37 | INFO | app.main:lifespan:32 | no_req | Background tasks started
2025-09-29 20:06:14 | INFO | app.main:logging_middleware:79 | 5acdcd02 | Started POST /api/rag-query | client=127.0.0.1
2025-09-29 20:06:14 | WARNING | app.services.logger_service:log_request:136 | 5acdcd02 | HTTP request error
2025-09-29 20:06:24 | INFO | app.main:logging_middleware:79 | 21a1a77a | Started POST /api/rag-query | client=127.0.0.1
2025-09-29 20:06:24 | INFO | app.api.routes.rag:rag_query:77 | 21a1a77a | Processing RAG query for user 123456789: 'What does onboarding cover?'
2025-09-29 20:06:24 | INFO | app.services.rag_service:process_query:67 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Processing query: 'What does onboarding cover?...' for user 123456789
2025-09-29 20:06:24 | INFO | app.services.logger_service:log_performance:175 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Operation completed
2025-09-29 20:06:24 | INFO | app.services.logger_service:log_performance:175 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Operation completed
2025-09-29 20:06:24 | INFO | app.integrations.vector_db:connect:47 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Connecting to MongoDB Atlas
2025-09-29 20:06:29 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:29 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:29 | WARNING | app.services.logger_service:log_performance:173 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Slow operation detected
2025-09-29 20:06:30 | ERROR | app.services.logger_service:log_llm_request:211 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | LLM request failed
2025-09-29 20:06:30 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:34 | ERROR | app.services.logger_service:log_llm_request:211 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | LLM request failed
2025-09-29 20:06:34 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:38 | ERROR | app.services.logger_service:log_llm_request:211 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | LLM request failed
2025-09-29 20:06:38 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:38 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
2025-09-29 20:06:38 | ERROR | app.services.logger_service:log_error:160 | 9d13f177-87f5-42cf-8e8b-2f7ba65fce0d | Application error occurred
